dataset,dataset_family,scan_key,re,re_index,ion_type,pos,charge,ion_type_is_c,base_ion_spec,truth,candidate_group,in_manual_annotation,in_fragments_selected,manual_row_count,manual_matched_rows,manual_selected_rows,manual_labels_json,manual_best_ion_score,manual_best_gof_confidence,manual_best_peaks_matched,manual_best_ion_corr_score,manual_min_abs_ppm_error,fragments_status,fragments_stage,fragments_label,fragments_variant_suffix,fragments_score,fragments_css,fragments_rawcos,fragments_coverage,fragments_match_count,fragments_fit_score,fragments_correlation,fragments_pc_missing_peaks,fragments_obs_rel_int,fragments_abs_anchor_ppm,fragments_raw_candidate,fragments_selected_final,diagnose_best_label,diagnose_reason,diagnose_ok,diagnose_isodec_accepted,diagnose_final_cosine,diagnose_isodec_css,diagnose_raw_cosine,diagnose_abs_anchor_ppm,diagnose_matched_peaks,diagnose_area_covered,diagnose_top_peaks
Q10R,Q10R,Q10R:RE0,RE0,0,c,20,2,1,c20^2+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,c20-OxidizedLoop^2+ | -6.3 ppm | score=0.638 | css=0.973,-OxidizedLoop,0.6382471175099838,0.9725430515055523,0.9725430515055525,1.0,7.0,0.825687042884257,0.9496488724947382,0.0,0.00022691908713692947,6.323580674140036,1,1,c20-OxidizedLoop^2+,ok,1,1,0.9725430515055523,0.9725430515055523,0.9725430515055525,6.323580674140036,7.0,0.3027080973757143,0.0
Q10R,Q10R,Q10R:RE0,RE0,0,c,36,2,1,c36^2+,1,fn_missed,1,0,1,1,0,"[""c36 2+""]",2.485,54.39,8.0,4.265,2.4,trace_only,quality_gates,c36-OxidizedLoop^2+,-OxidizedLoop,0.4781898468361827,0.8112179494904104,0.536088605105569,0.8573675466751417,16.0,0.542,0.17,11.1,0.0006462655601659752,4.626336760475499,0,0,c36-OxidizedLoop^2+,ok,1,1,0.8159139255012531,0.8159139255012531,0.8116416623789201,15.196304518598259,9.0,0.06677159131411112,1.0
Q10R,Q10R,Q10R:RE3,RE3,3,b,23,1,0,b23^1+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,b23-OxidizedLoop^1+ | -14.6 ppm | score=0.410 | css=0.947,-OxidizedLoop,0.4100574008504025,0.9469309897078075,0.7071639923717051,0.9014791438013233,4.0,0.6832199069255105,0.883164747369733,42.857142857142854,5.159299836292659e-05,14.6342062007619,1,1,b23-OxidizedLoop^1+,ok,1,1,0.9469309897078075,0.9469309897078075,0.7071639923717051,14.6342062007619,4.0,0.10193051669166948,0.0
Q10R,Q10R,Q10R:RE3,RE3,3,b,36,3,0,b36^3+,0,manual_negative_only,1,0,1,0,0,"[""b36 3+""]",0.119,33.16,4.0,-0.708,2.24,trace_only,quality_gates,b36-OxidizedLoop^3+,-OxidizedLoop,0.16878282023307373,0.5316706044042945,0.5815780693652756,0.7686036019943484,7.0,0.409,-0.054,22.2,4.848255887167863e-05,7.475535805616591,0,0,b36-OxidizedLoop^3+,failed_isodec_rules,0,0,,0.5316706044042945,0.5815780693652756,7.475535805616591,7.0,0.07311133897308741,0.0
Q10R,Q10R,Q10R:RE3,RE3,3,c,3,1,1,c3^1+,1,tp_selected,1,1,1,1,1,"[""c3 1+""]",4.099,99.97,3.0,2.213,3.42,selected_final,accepted,c3^1+ | 0.8 ppm | score=0.814 | css=0.984,-Thiol,0.8142881548506419,0.9838095270287631,0.9976452659607636,1.0,3.0,0.9642065669401761,0.9972809412151906,0.0,0.0003003400075557235,0.8232811779495586,1,1,c3^1+,ok,1,1,0.9838095270287631,0.9838095270287631,0.9976452659607636,0.8232811779495586,3.0,0.7891231315871604,0.0
Q10R,Q10R,Q10R:RE3,RE3,3,c,5,1,1,c5^1+,1,tp_selected,1,1,1,1,0,"[""c5 1+""]",3.948,99.4,3.0,2.307,5.11,selected_final,accepted,c5-ThiylRadical^1+ | -11.4 ppm | score=0.674 | css=0.996 | %H=100 | %2H=0 | -mix,-ThiylRadical,0.6744403568863071,0.9962912093060587,0.5886730919653812,0.9870165471673364,3.0,0.9008203441422982,0.9938779345395334,25.0,0.0001388993829492507,11.424272361552113,1,1,c5-ThiylRadical^1+,failed_isodec_rules,0,0,,0.39402979977620634,0.39402979977620645,3.7962776331751398,3.0,0.12444940880436636,0.0
Q10R,Q10R,Q10R:RE3,RE3,3,c,6,1,1,c6^1+,1,tp_selected,1,1,1,1,1,"[""c6 1+""]",2.288,98.06,4.0,2.353,4.61,selected_final,accepted,c6-Persulfide^1+ | 2.3 ppm | score=0.766 | css=0.989 | %H=100 | %2H=0 | -mix,-Persulfide,0.7660594140809658,0.9891423019624062,0.6879996000716925,0.9745052473677356,3.0,0.858944161244537,0.9950403489744009,25.0,0.0004153129328799899,2.298891344201984,1,1,c6^1+,ok,1,1,0.9777974433512743,0.9777974433512743,0.9853696013030111,7.587456452335329,3.0,0.7596805612127117,0.0
Q10R,Q10R,Q10R:RE3,RE3,3,c,7,1,1,c7^1+,1,tp_selected,1,1,1,1,0,"[""c7 1+""]",10.344,99.98,4.0,6.232,1.09,selected_final,accepted,c7-OxidizedLoop^1+ | 1.3 ppm | score=0.837 | css=0.983,-OxidizedLoop,0.8366035802618464,0.9825511691765365,0.9985144102575149,0.9930314320532885,4.0,0.9349272142290371,0.9983707871102053,20.0,0.0007007933509633547,1.3481495858815429,1,1,c7-OxidizedLoop^1+,ok,1,1,0.9825511691765365,0.9825511691765365,0.9985144102575149,1.3481495858815429,4.0,0.7777187625689773,1.0
Q10R,Q10R,Q10R:RE3,RE3,3,c,8,1,1,c8^1+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,c8-OxidizedLoop^1+ | -1.7 ppm | score=0.620 | css=0.897 | %H=100 | %2H=0 | -mix,-OxidizedLoop,0.6199536881397525,0.8970145591001982,0.5465743870461115,0.9919781189514284,4.0,0.761941302584605,0.9365440749073944,20.0,9.559249464802922e-05,1.6647328514303872,1,1,c8-OxidizedLoop^1+,failed_isodec_rules,0,0,,0.647750929769156,0.8935349640934609,3.933968609111548,3.0,0.18242747351918265,0.0
Q10R,Q10R,Q10R:RE3,RE3,3,c,9,1,1,c9^1+,1,tp_selected,1,1,1,1,1,"[""c9 1+""]",5.741,99.87,3.0,4.251,5.24,selected_final,accepted,c9-OxidizedLoop^1+ | 3.1 ppm | score=0.728 | css=0.984,-OxidizedLoop,0.7278814727099776,0.9842928374305852,0.9842928374305853,0.9902952053657548,4.0,0.7867262709010038,0.9849967857684467,20.0,0.0004039793476892079,3.0800808969961126,1,1,c9-OxidizedLoop^1+,ok,1,1,0.9842928374305852,0.9842928374305852,0.9842928374305853,3.0800808969961126,4.0,0.7277690450100021,0.0
Q10R,Q10R,Q10R:RE3,RE3,3,c,10,1,1,c10^1+,1,tp_selected,1,1,1,1,1,"[""c10 1+""]",15.676,99.99,3.0,9.185,2.99,selected_final,accepted,c10-OxidizedLoop^1+ | 3.7 ppm | score=0.917 | css=0.994,-OxidizedLoop,0.9165189728263414,0.9941709958650071,0.9965008457428185,1.0,5.0,0.9059825559653766,0.9971589726194385,0.0,0.009764513285480418,3.650892773228345,1,1,c10-OxidizedLoop^1+,ok,1,1,0.9941709958650071,0.9941709958650071,0.9965008457428185,3.650892773228345,5.0,0.9325234048789931,1.0
Q10R,Q10R,Q10R:RE3,RE3,3,c,14,2,1,c14^2+,1,fn_missed,1,0,1,1,1,"[""c14 2+""]",2.297,96.0,2.0,1.565,3.96,trace_only,quality_gates,c14-OxidizedLoop^2+,-OxidizedLoop,0.47661364898220127,0.837887996460931,0.837887996460931,0.993488298243516,5.0,0.64,0.636,16.7,7.308903160810981e-05,6.966893643441473,0,0,c14-OxidizedLoop^2+,ok,1,1,0.837887996460931,0.837887996460931,0.837887996460931,6.966893643441473,5.0,0.14143407472797379,0.0
Q10R,Q10R,Q10R:RE3,RE3,3,c,15,2,1,c15^2+,1,fn_missed,1,0,1,1,1,"[""c15 2+""]",1.788,59.09,2.0,0.976,8.11,trace_only,quality_gates,c15-OxidizedLoop^2+,-OxidizedLoop,0.48057302786084033,0.8698657632159768,0.8698657632159768,0.6923087237703696,2.0,0.498,0.831,66.7,9.336355622717541e-05,3.96443747140283,0,0,c15-OxidizedLoop^2+,ok,1,1,0.8698657632159768,0.8698657632159768,0.8698657632159768,3.96443747140283,2.0,0.5163154822710785,0.0
Q10R,Q10R,Q10R:RE3,RE3,3,c,21,2,1,c21^2+,1,fn_missed,1,0,1,1,1,"[""c21 2+""]",2.203,96.69,3.0,1.633,5.06,trace_only,quality_gates,c21-OxidizedLoop^2+,-OxidizedLoop,0.2042958881484839,0.7981510822481278,0.5414230238084117,0.4225013424644405,8.0,0.13,-0.192,38.5,0.0001582924064979222,6.682116940946633,0,0,c21-OxidizedLoop^2+,ok,1,1,0.8728909652943713,0.8728909652943713,0.9251758048865886,6.682116940946633,6.0,0.3567509572732667,0.0
Q10R,Q10R,Q10R:RE3,RE3,3,c,23,1,1,c23^1+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,c23-OxidizedLoop^1+ | -7.4 ppm | score=0.564 | css=0.929 | %H=100 | %2H=0 | +mix,-OxidizedLoop,0.5636853554261095,0.9290400360413982,0.4185847227727998,0.9913515453278235,6.0,0.6672402839162407,0.8932005414515778,14.285714285714285,0.0008127439869034127,7.373990310968579,1,1,c23-OxidizedLoop^1+,ok,1,1,0.7470137044641911,0.7470137044641911,0.7472054196436321,2.70627351671541,6.0,0.0829043799630736,0.0
Q10R,Q10R,Q10R:RE3,RE3,3,c,27,2,1,c27^2+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,c27-OxidizedLoop^2+ | -0.1 ppm | score=0.524 | css=0.911,-OxidizedLoop,0.5242840579883187,0.9108526893862989,0.910852689386299,1.0,8.0,0.8504653147866996,0.8992853343501584,0.0,0.00019292280569197835,0.08078060262109449,1,1,c27-OxidizedLoop^2+,ok,1,1,0.9108526893862989,0.9108526893862989,0.910852689386299,0.08078060262109449,8.0,0.11643769143249286,0.0
Q10R,Q10R,Q10R:RE3,RE3,3,c,36,2,1,c36^2+,1,fn_missed,1,0,1,1,1,"[""c36 2+""]",1.739,54.39,8.0,2.787,2.4,trace_only,quality_gates,c36-OxidizedLoop^2+,-OxidizedLoop,0.43371490378518607,0.6868422916899419,0.6825601221261062,1.0,9.0,0.65,-0.052,0.0,0.0002882508500188893,20.932320593525365,0,0,c36-OxidizedLoop^2+,failed_isodec_rules,0,0,,0.6868422916899419,0.6825601221261062,20.932320593525365,9.0,0.15432552946118677,1.0
Q10R,Q10R,Q10R:RE8,RE8,8,b,36,2,0,b36^2+,1,tp_selected,1,1,1,1,0,"[""b36 2+""]",2.639,71.22,4.0,2.994,0.63,selected_final,accepted,b36-OxidizedLoop^2+ | 3.3 ppm | score=0.655 | css=0.950,-OxidizedLoop,0.6547008021500265,0.9503254816270249,0.9489908499230354,1.0,9.0,0.8319769694482493,0.8784835555487465,0.0,0.0005992805755395684,3.3142923073859714,1,1,b36-OxidizedLoop^2+,ok,1,1,0.9503254816270249,0.9503254816270249,0.9489908499230354,3.3142923073859714,9.0,0.33327280167198514,0.0
Q10R,Q10R,Q10R:RE8,RE8,8,c,3,1,1,c3^1+,0,fp_selected,1,1,1,0,0,"[""c3 1+""]",0.0,0.0,2.0,0.0,3.59,selected_final,accepted,c3-ThiylRadical^1+ | 0.4 ppm | score=0.777 | css=0.989 | %H=100 | %2H=0 | +mix,-ThiylRadical,0.7767906581035778,0.988907305078494,0.5642848857588398,0.9461564556751955,2.0,0.9258949341848032,0.9961307922332809,33.33333333333333,0.0002926618705035971,0.407511031784551,1,1,c3^1+,ok,1,1,0.988909671950401,0.988909671950401,0.9974481295312753,1.1041329511178064,2.0,0.653341255024869,0.0
Q10R,Q10R,Q10R:RE8,RE8,8,c,4,1,1,c4^1+,0,manual_negative_only,1,0,1,0,0,"[""c4 1+""]",0.653,99.08,1.0,-0.028,8.94,trace_only,quality_gates,c4-Persulfide^1+,-Persulfide,0.12812572195478486,0.7573358495689502,0.7036322596219797,0.2142093931502987,2.0,0.021,-0.179,71.4,1.6402877697841726e-05,19.43887076317953,0,0,c4^1+,failed_isodec_rules,0,0,,0.07863876126390411,0.07863876126390411,21.832329387555117,1.0,0.08091774000000022,1.0
Q10R,Q10R,Q10R:RE8,RE8,8,c,5,1,1,c5^1+,1,tp_selected,1,1,1,1,1,"[""c5 1+""]",8.459,97.68,4.0,6.417,0.65,selected_final,accepted,c5-ThiylRadical^1+ | -4.2 ppm | score=0.631 | css=0.907 | %H=100 | %2H=0 | +mix,-ThiylRadical,0.630505507020323,0.9065298849784746,0.4389396608411649,0.9201141621914902,2.0,0.7679500664275641,0.9211206765280592,50.0,6.443165467625898e-05,4.192314827843127,1,1,c5^1+,ok,1,1,0.9065637125694764,0.9065637125694764,0.9565020077533923,5.217969387234058,2.0,0.5179905888802595,1.0
Q10R,Q10R,Q10R:RE8,RE8,8,c,6,1,1,c6^1+,1,tp_selected,1,1,1,1,1,"[""c6 1+""]",3.998,99.42,4.0,2.828,1.06,selected_final,accepted,c6-Persulfide^1+ | 1.5 ppm | score=0.853 | css=0.997 | %H=100 | %2H=0 | -mix,-Persulfide,0.8532498486322083,0.9974355603886089,0.6753816825352943,1.0,4.0,0.9464533662785709,0.997613498974137,0.0,0.0006343884892086332,1.5495786503682951,1,1,c6^1+,ok,1,1,0.927181539209734,0.927181539209734,0.9387084858792911,1.92986671995136,3.0,0.40062809235109126,1.0
Q10R,Q10R,Q10R:RE8,RE8,8,c,7,1,1,c7^1+,1,tp_selected,1,1,1,1,1,"[""c7 1+""]",9.878,99.88,3.0,6.166,3.77,selected_final,accepted,c7-OxidizedLoop^1+ | 4.9 ppm | score=0.810 | css=0.976,-OxidizedLoop,0.8096410248513013,0.9761626546539914,0.9986112941893147,1.0,5.0,0.9100002899164891,0.9962624817335746,0.0,0.0006794964028776978,4.874496591275613,1,1,c7-OxidizedLoop^1+,ok,1,1,0.9761626546539914,0.9761626546539914,0.9986112941893147,4.874496591275613,5.0,0.7508581464937615,1.0
Q10R,Q10R,Q10R:RE8,RE8,8,c,8,1,1,c8^1+,1,tp_selected,1,1,1,1,1,"[""c8 1+""]",4.332,98.97,4.0,3.345,4.25,selected_final,accepted,c8-OxidizedLoop^1+ | 3.9 ppm | score=0.678 | css=0.956,-OxidizedLoop,0.6775283697963893,0.9558951763470678,0.9558951763470678,0.9919781189514284,4.0,0.8516665533254882,0.9474131399227781,20.0,0.00010208633093525179,3.933968609111548,1,1,c8-OxidizedLoop^1+,ok,1,1,0.9558951763470678,0.9558951763470678,0.9558951763470678,3.933968609111548,4.0,0.4595220396067238,1.0
Q10R,Q10R,Q10R:RE8,RE8,8,c,9,1,1,c9^1+,1,tp_selected,1,1,1,1,1,"[""c9 1+""]",8.31,99.92,3.0,6.472,3.59,selected_final,accepted,c9-OxidizedLoop^1+ | 0.4 ppm | score=0.745 | css=0.985,-OxidizedLoop,0.745134181164237,0.9853503629921753,0.9889240496180586,1.0,5.0,0.8351247772546614,0.9777250447152696,0.0,0.0003979136690647482,0.44095410201314567,1,1,c9-OxidizedLoop^1+,ok,1,1,0.9853503629921753,0.9853503629921753,0.9889240496180586,0.44095410201314567,5.0,0.6264446277581499,1.0
Q10R,Q10R,Q10R:RE8,RE8,8,c,10,1,1,c10^1+,1,tp_selected,1,1,1,1,1,"[""c10 1+""]",15.229,99.98,3.0,9.185,2.29,selected_final,accepted,c10-OxidizedLoop^1+ | 3.3 ppm | score=0.908 | css=0.993,-OxidizedLoop,0.9082349542709004,0.9925076596262753,0.9951564882524618,1.0,5.0,0.891175816619397,0.9948218981438784,0.0,0.010618705035971223,3.275479634683007,1,1,c10-OxidizedLoop^1+,ok,1,1,0.9925076596262753,0.9925076596262753,0.9951564882524618,3.275479634683007,5.0,0.9687719682309467,1.0
Q10R,Q10R,Q10R:RE8,RE8,8,c,13,2,1,c13^2+,1,tp_selected,1,1,1,1,1,"[""c13 2+""]",7.628,99.34,4.0,4.887,4.62,selected_final,accepted,c13-OxidizedLoop^2+ | 0.2 ppm | score=0.681 | css=0.979,-OxidizedLoop,0.6809827659712814,0.9789630659928218,0.9858562952782226,0.9100721968440051,3.0,0.8082053264925253,0.9780366680291677,50.0,0.00017007194244604318,0.16065714478465093,1,1,c13-OxidizedLoop^2+,ok,1,1,0.9789630659928218,0.9789630659928218,0.9858562952782226,0.16065714478465093,3.0,0.5069694212523566,1.0
Q10R,Q10R,Q10R:RE8,RE8,8,c,14,2,1,c14^2+,1,tp_selected,1,1,1,1,1,"[""c14 2+""]",3.074,90.96,4.0,2.482,6.14,selected_final,accepted,c14-OxidizedLoop^2+ | 0.7 ppm | score=0.470 | css=0.914,-OxidizedLoop,0.4697719424026166,0.9140030728055331,0.9650481142594869,0.9229891853447908,4.0,0.8364266225365835,0.9234390978513982,33.33333333333333,8.510791366906475e-05,0.6558158702116542,1,1,c14-OxidizedLoop^2+,ok,1,1,0.9140030728055331,0.9140030728055331,0.9650481142594869,0.6558158702116542,4.0,0.1531829473184939,0.0
Q10R,Q10R,Q10R:RE8,RE8,8,c,15,2,1,c15^2+,0,manual_negative_only,1,0,1,0,0,"[""c15 2+""]",1.347,94.58,3.0,0.498,0.63,trace_only,quality_gates,c15-OxidizedLoop^2+,-OxidizedLoop,0.0601323800484601,0.7620897616321662,0.5167196785934369,0.14087646116245042,4.0,0.005,-0.33,63.6,7.525179856115109e-05,3.8397906276934624,0,0,c15-OxidizedLoop^2+,ok,1,1,0.8530349835345591,0.8530349835345591,0.853034983534559,6.222297264862602,4.0,0.48384299316483903,0.0
Q10R,Q10R,Q10R:RE8,RE8,8,c,17,2,1,c17^2+,1,tp_selected,1,1,1,1,1,"[""c17 2+""]",7.32,95.85,3.0,5.625,2.66,selected_final,accepted,c17-OxidizedLoop^2+ | 1.8 ppm | score=0.631 | css=0.971,-OxidizedLoop,0.6307571212115418,0.970839592638256,0.9784816024209584,0.984947554780114,5.0,0.7791836529329192,0.951806407252172,28.57142857142857,0.00011784172661870502,1.7575855743009154,1,1,c17-OxidizedLoop^2+,ok,1,1,0.970839592638256,0.970839592638256,0.9784816024209584,1.7575855743009154,5.0,0.4859594946651526,1.0
Q10R,Q10R,Q10R:RE8,RE8,8,c,18,2,1,c18^2+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,c18-OxidizedLoop^2+ | 2.6 ppm | score=0.618 | css=0.962,-OxidizedLoop,0.617687516157955,0.9622581345871211,0.9677895163608421,0.985993562962498,6.0,0.8004643195448018,0.9285711826054529,14.285714285714285,0.00015920863309352518,2.5737737431887497,1,1,c18-OxidizedLoop^2+,ok,1,1,0.9622581345871211,0.9622581345871211,0.9677895163608421,2.5737737431887497,6.0,0.294420912990316,1.0
Q10R,Q10R,Q10R:RE8,RE8,8,c,21,2,1,c21^2+,1,fn_missed,1,0,1,1,1,"[""c21 2+""]",5.211,79.06,5.0,5.221,1.3,trace_only,quality_gates,c21-OxidizedLoop^2+,-OxidizedLoop,0.5664746418941424,0.8838820521940565,0.8870263200712584,0.980894213571488,6.0,0.687,0.69,14.3,0.0001023021582733813,2.5193445443025633,0,0,c21-OxidizedLoop^2+,ok,1,1,0.8838820521940565,0.8838820521940565,0.8870263200712584,2.5193445443025633,6.0,0.21663383818652174,1.0
Q10R,Q10R,Q10R:RE8,RE8,8,c,23,1,1,c23^1+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,c23-OxidizedLoop^1+ | -0.2 ppm | score=0.629 | css=0.923 | %H=100 | %2H=0 | +mix,-OxidizedLoop,0.6291248700875667,0.9228952919449349,0.4135961047462598,0.9913515453278235,6.0,0.6214379188472523,0.8737225558939142,14.285714285714285,0.0008568345323741006,0.24578669318624624,1,1,c23-OxidizedLoop^1+,ok,1,1,0.740903572490326,0.740903572490326,0.7407799196935309,0.01753524965676023,6.0,0.09854354890167306,0.0
Q10R,Q10R,Q10R:RE8,RE8,8,c,32,3,1,c32^3+,1,tp_selected,1,1,1,1,1,"[""c32 3+""]",2.736,58.25,4.0,3.33,2.05,selected_final,accepted,c32-OxidizedLoop^3+ | -5.9 ppm | score=0.559 | css=0.946 | %H=0 | %2H=100 | -mix,-OxidizedLoop,0.5586769841981848,0.9459887198083206,0.5478196566296808,0.9719385991104568,6.0,0.7271358430244539,0.9129773383650563,25.0,0.00012446043165467626,5.935397713008919,1,1,c32-OxidizedLoop^3+,failed_isodec_rules,0,0,,0.6359035804307046,0.6874287730236749,4.451997362029123,4.0,0.1740290120647374,0.0
Q10R,Q10R,Q10R:RE8,RE8,8,c,34,3,1,c34^3+,1,fn_missed,1,0,1,1,1,"[""c34 3+""]",1.978,59.2,4.0,3.38,1.7,trace_only,quality_gates,c34-OxidizedLoop^3+,-OxidizedLoop,0.511909699719991,0.8012480471249099,0.8588514960604103,0.9376297685893337,7.0,0.619,0.635,22.2,9.27338129496403e-05,5.647705064095764,0,0,c34-OxidizedLoop^3+,ok,1,1,0.8012480471249099,0.8012480471249099,0.8588514960604103,5.647705064095764,7.0,0.28300904251521075,1.0
